id,peta_acuan,pr_permukiman,pr_perkantoan,pr_pendidikan,pr_ofm,pr_transport_umum,pr_taman,pr_hotel,pr_pasar_mall,pr_kesehatan,usia,jk,status_menikah,pendidikan,jml_motor,jml_mobil,jml_sepeda,jml_kendaraan_pribadi,jml_anggota_rt,posisi_rt,penghasilan_pribadi,penghasilan_keluarga,pekerjaan_selain,jam_online,status_kepemilikan,lama_driver,ojek_konvensional
163,4,Penting,Penting,Sangat penting,Netral,Tidak penting,Netral,Penting,Netral,Penting,30,Laki-laki,Belum Menikah,Diploma,1,1,0,2,0,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Karyawan Swasta (Full-time),8-10 jam,Pribadi,1-3 tahun,Tidak
164,2,Penting,Tidak penting,Sangat penting,Tidak penting,Netral,Sangat tidak penting,Sangat tidak penting,Penting,Sangat tidak penting,47,Laki-laki,Menikah,SD,3,0,0,3,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp4.000.000-Rp4.999.999,Wirausahawan,Di atas 10 jam,Pribadi,7-9 tahun,Ya
165,2,Netral,Netral,Netral,Netral,Tidak penting,Penting,Tidak penting,Penting,Tidak penting,32,Laki-laki,Menikah,SMA/SMK,1,0,0,1,6,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp6.000.000-Rp6.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
166,1,Netral,Penting,Sangat penting,Tidak penting,Penting,Netral,Penting,Sangat penting,Netral,38,Laki-laki,Menikah,SMA/SMK,2,0,1,3,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,6-8 jam,Pribadi,Di bawah 1 tahun,Tidak
167,4,Netral,Penting,Penting,Sangat penting,Sangat penting,Penting,Sangat penting,Sangat penting,Netral,50,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
168,3,Sangat tidak penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,36,Laki-laki,Menikah,SMP,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Ya
169,2,Tidak penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,Penting,Penting,Penting,Tidak penting,31,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
170,1,Sangat penting,Penting,Penting,Sangat penting,Netral,Sangat tidak penting,Sangat tidak penting,Sangat penting,Tidak penting,39,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
171,3,Tidak penting,Penting,Tidak penting,Sangat penting,Penting,Sangat tidak penting,Netral,Sangat penting,Sangat tidak penting,53,Laki-laki,Menikah,SMP,1,0,0,1,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp7.000.000-Rp7.999.999,Wirausahawan,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
172,2,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,36,Laki-laki,Menikah,Sarjana,1,0,0,1,6,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp12.000.000-Rp12.999.999,Tidak ada,6-8 jam,Pribadi,Di bawah 1 tahun,Tidak
173,4,Tidak penting,Penting,Penting,Penting,Netral,Penting,Penting,Penting,Netral,32,Laki-laki,Menikah,SMA/SMK,1,1,0,2,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,Di bawah 1 tahun,Tidak
174,2,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,43,Laki-laki,Menikah,SMP,1,1,1,3,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
175,4,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,27,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,6-8 jam,Pribadi,Di bawah 1 tahun,Tidak
176,3,Penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Netral,Netral,Sangat penting,Penting,38,Laki-laki,Menikah,SMA/SMK,1,0,2,3,5,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Ya
177,4,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,35,Laki-laki,Cerai,SMA/SMK,1,0,0,1,2,Kepala rumah tangga,Rp8.000.000-R8.999.999,Rp8.000.000-R8.999.999,Wirausahawan,Di atas 10 jam,Pribadi,7-9 tahun,Ya
178,1,Netral,Tidak penting,Netral,Sangat penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Netral,21,Laki-laki,Belum Menikah,Sarjana,2,0,0,2,5,Anak,Rp4.000.000-Rp4.999.999,Rp8.000.000-R8.999.999,Pegawai Negeri Sipil (Full-time),8-10 jam,Pribadi,5-7 tahun,Tidak
179,2,Penting,Penting,Penting,Tidak penting,Penting,Netral,Penting,Penting,Netral,50,Laki-laki,Menikah,SMA/SMK,1,0,0,1,6,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp4.000.000-Rp4.999.999,Karyawan Swasta (Part-time),4-6 jam,Pribadi,7-9 tahun,Ya
180,4,Sangat penting,Netral,Netral,Tidak penting,Sangat penting,Tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,24,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,6,Anak,Rp1.000.000-Rp.1.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Ya
181,5,Tidak penting,Sangat penting,Sangat penting,Penting,Sangat penting,Sangat tidak penting,Penting,Sangat tidak penting,Tidak penting,32,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,1-3 tahun,Tidak
182,2,Penting,Sangat penting,Sangat penting,Sangat penting,Netral,Tidak penting,Tidak penting,Netral,Tidak penting,32,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp7.000.000-Rp7.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
183,4,Penting,Sangat penting,Penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,30,Laki-laki,Menikah,SMA/SMK,2,0,0,2,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp7.000.000-Rp7.999.999,Wirausahawan,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
184,1,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,40,Laki-laki,Menikah,SMP,2,0,1,3,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp5.000.000-Rp5.999.999,Karyawan Swasta (Part-time),6-8 jam,Pribadi,3-5 tahun,Ya
185,3,Penting,Netral,Netral,Penting,Netral,Tidak penting,Tidak penting,Penting,Netral,40,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
186,3,Netral,Netral,Tidak penting,Penting,Tidak penting,Tidak penting,Tidak penting,Penting,Netral,53,Laki-laki,Menikah,Diploma,1,0,0,1,4,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
187,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Penting,Sangat penting,Netral,32,Laki-laki,Menikah,Sarjana,1,0,0,1,2,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
188,5,Sangat penting,Tidak penting,Sangat tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,40,Perempuan,Menikah,Diploma,3,0,2,5,4,Istri,Rp3.000.000-Rp3.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Tidak
189,5,Sangat penting,Penting,Penting,Netral,Netral,Netral,Netral,Netral,Netral,45,Laki-laki,Menikah,Diploma,1,1,2,4,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
190,5,Sangat penting,Penting,Netral,Tidak penting,Sangat penting,Penting,Penting,Penting,Penting,52,Laki-laki,Menikah,Diploma,1,0,0,1,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
191,1,Penting,Sangat tidak penting,Penting,Sangat penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat penting,Sangat tidak penting,45,Laki-laki,Menikah,Sarjana,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
192,4,Penting,Sangat tidak penting,Netral,Sangat penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat penting,Sangat tidak penting,32,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Ya
193,1,Penting,Sangat tidak penting,Netral,Sangat penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat penting,Sangat tidak penting,38,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
194,1,Penting,Sangat tidak penting,Netral,Sangat penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat penting,Sangat tidak penting,36,Laki-laki,Belum Menikah,Sarjana,1,0,0,1,4,Anak,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
195,3,Sangat penting,Sangat tidak penting,Sangat penting,Sangat penting,Sangat penting,Penting,Penting,Sangat penting,Sangat tidak penting,30,Laki-laki,Menikah,SMA/SMK,1,0,1,2,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp5.000.000-Rp5.999.999,Wirausahawan,8-10 jam,Pribadi,1-3 tahun,Tidak
196,1,Sangat penting,Netral,Sangat penting,Penting,Sangat penting,Sangat penting,Penting,Netral,Sangat tidak penting,27,Laki-laki,Menikah,SMA/SMK,2,0,1,3,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
197,2,Netral,Netral,Netral,Sangat penting,Netral,Tidak penting,Tidak penting,Tidak penting,Tidak penting,25,Laki-laki,Menikah,SMP,1,0,0,1,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
198,1,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,36,Laki-laki,Menikah,SMA/SMK,1,0,2,3,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
199,2,Penting,Sangat penting,Sangat penting,Penting,Tidak penting,Sangat tidak penting,Netral,Sangat penting,Penting,63,Laki-laki,Menikah,SMA/SMK,1,0,0,1,6,Kepala rumah tangga,Di bawah Rp1.000.000,Rp1.000.000-Rp.1.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Ya
200,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Tidak penting,Sangat penting,Sangat penting,Sangat penting,58,Laki-laki,Menikah,SMA/SMK,1,0,1,2,4,Kepala rumah tangga,Di bawah Rp1.000.000,Rp1.000.000-Rp.1.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Ya
201,3,Sangat penting,Tidak penting,Sangat penting,Sangat penting,Sangat penting,Penting,Sangat tidak penting,Sangat penting,Sangat tidak penting,38,Laki-laki,Menikah,SMP,1,0,1,2,5,Kepala rumah tangga,Di bawah Rp1.000.000,Di bawah Rp1.000.000,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
202,5,Sangat penting,Sangat penting,Sangat penting,Netral,Netral,Netral,Netral,Sangat penting,Sangat penting,43,Laki-laki,Menikah,SMP,2,0,0,2,5,Kepala rumah tangga,Di bawah Rp1.000.000,Rp2.000.000-Rp2.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Ya
203,4,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Penting,Penting,Sangat penting,Penting,74,Laki-laki,Menikah,Diploma,2,0,1,3,2,Kepala rumah tangga,Di bawah Rp1.000.000,Rp2.000.000-Rp2.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Tidak
204,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Sangat penting,Sangat penting,Sangat penting,45,Laki-laki,Menikah,SMA/SMK,1,0,3,4,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Ya
205,1,Sangat penting,Netral,Netral,Sangat penting,Sangat penting,Tidak penting,Netral,Sangat penting,Sangat penting,28,Laki-laki,Menikah,SMA/SMK,2,0,1,3,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp7.000.000-Rp7.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Tidak
206,4,Penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Sangat penting,Sangat penting,23,Laki-laki,Belum Menikah,SMA/SMK,2,0,0,2,4,Anak,Di bawah Rp1.000.000,Rp2.000.000-Rp2.999.999,Tidak ada,4-6 jam,Pribadi,1-3 tahun,Tidak
207,5,Netral,Penting,Penting,Sangat penting,Sangat penting,Penting,Sangat penting,Sangat penting,Penting,23,Laki-laki,Belum Menikah,SMA/SMK,1,1,0,2,3,Anak,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,8-10 jam,Pribadi,1-3 tahun,Tidak
208,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,53,Laki-laki,Menikah,SMP,1,0,0,1,5,Kepala rumah tangga,Di bawah Rp1.000.000,Rp2.000.000-Rp2.999.999,Tidak ada,4-6 jam,Pribadi,1-3 tahun,Tidak
209,3,Netral,Netral,Penting,Penting,Penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,34,Laki-laki,Menikah,SMA/SMK,1,0,3,4,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp8.000.000-R8.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
210,4,Netral,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Penting,Sangat penting,Penting,28,Laki-laki,Belum Menikah,SMA/SMK,1,1,1,3,3,Anak,Di bawah Rp1.000.000,Rp2.000.000-Rp2.999.999,Wirausahawan,6-8 jam,Pribadi,1-3 tahun,Tidak
211,3,Netral,Penting,Penting,Penting,Penting,Netral,Netral,Sangat penting,Penting,24,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,11,Anak,Rp2.000.000-Rp2.999.999,Rp6.000.000-Rp6.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
212,4,Penting,Penting,Sangat penting,Penting,Netral,Tidak penting,Netral,Penting,Penting,32,Laki-laki,Menikah,SMA/SMK,1,0,1,2,2,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,6-8 jam,Pribadi,1-3 tahun,Tidak
213,2,Tidak penting,Netral,Sangat penting,Penting,Tidak penting,Tidak penting,Tidak penting,Netral,Sangat tidak penting,25,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,1,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,4-6 jam,Pribadi,5-7 tahun,Tidak
214,1,Netral,Netral,Netral,Sangat penting,Netral,Netral,Netral,Sangat penting,Netral,35,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
215,1,Penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,31,Laki-laki,Menikah,SMP,2,0,1,3,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
216,4,Tidak penting,Sangat penting,Sangat penting,Netral,Sangat penting,Sangat tidak penting,Netral,Sangat penting,Sangat penting,29,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,6-8 jam,Pribadi,7-9 tahun,Tidak
217,5,Penting,Penting,Penting,Penting,Penting,Tidak penting,Tidak penting,Penting,Penting,33,Laki-laki,Menikah,Sarjana,1,0,1,2,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Wirausahawan,8-10 jam,Pribadi,5-7 tahun,Tidak
218,1,Penting,Penting,Sangat penting,Sangat penting,Netral,Sangat penting,Netral,Sangat penting,Penting,30,Laki-laki,Menikah,Sarjana,3,0,2,5,6,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp5.000.000-Rp5.999.999,Wirausahawan,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
219,4,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,27,Laki-laki,Menikah,Sarjana,1,0,0,1,2,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Wirausahawan,8-10 jam,Pribadi,5-7 tahun,Tidak
220,2,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,23,Laki-laki,Belum Menikah,SMA/SMK,0,0,0,0,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,6-8 jam,Pribadi,1-3 tahun,Ya
221,1,Penting,Penting,Tidak penting,Sangat penting,Sangat tidak penting,Penting,Sangat tidak penting,Sangat penting,Tidak penting,60,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
222,4,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,22,Laki-laki,Belum Menikah,SMA/SMK,3,1,1,5,4,Anak,Rp4.000.000-Rp4.999.999,Rp8.000.000-R8.999.999,Wirausahawan,Di atas 10 jam,Pribadi,Di bawah 1 tahun,Tidak
223,3,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Tidak penting,Sangat tidak penting,Tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,27,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,6,Anak,Rp2.000.000-Rp2.999.999,Rp6.000.000-Rp6.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
224,5,Sangat tidak penting,Netral,Netral,Sangat penting,Tidak penting,Sangat tidak penting,Netral,Tidak penting,Netral,44,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,2,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Tidak
225,1,Netral,Netral,Sangat penting,Netral,Tidak penting,Sangat tidak penting,Tidak penting,Penting,Tidak penting,42,Laki-laki,Menikah,SMP,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
226,1,Netral,Netral,Netral,Penting,Netral,Tidak penting,Sangat tidak penting,Penting,Tidak penting,30,Laki-laki,Menikah,SMA/SMK,1,0,1,2,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,2-4 jam,Pribadi,3-5 tahun,Tidak
227,1,Penting,Penting,Penting,Penting,Penting,Tidak penting,Tidak penting,Penting,Penting,44,Laki-laki,Menikah,SMA/SMK,1,0,1,2,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
228,2,Tidak penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,Tidak penting,Netral,Penting,Netral,56,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
229,4,Penting,Tidak penting,Tidak penting,Tidak penting,Netral,Netral,Netral,Netral,Netral,26,Laki-laki,Menikah,SMP,1,0,0,1,3,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp6.000.000-Rp6.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
230,3,Sangat penting,Sangat penting,Sangat penting,Netral,Sangat penting,Sangat tidak penting,Sangat tidak penting,Sangat penting,Penting,39,Laki-laki,Menikah,SMA/SMK,1,0,1,2,3,Kepala rumah tangga,Rp6.000.000-Rp6.999.999,Rp8.000.000-R8.999.999,Karyawan Swasta (Part-time),Di atas 10 jam,Pribadi,3-5 tahun,Tidak
231,4,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,50,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,4-6 jam,Pribadi,5-7 tahun,Tidak
232,4,Tidak penting,Netral,Sangat penting,Penting,Penting,Netral,Netral,Penting,Penting,31,Laki-laki,Belum Menikah,SMA/SMK,1,0,-,1,5,Anak,Rp2.000.000-Rp2.999.999,Rp9.000.000-Rp9.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
233,2,Penting,Penting,Sangat penting,Sangat penting,Penting,Tidak penting,Tidak penting,Sangat penting,Penting,30,Laki-laki,Belum Menikah,SD,1,0,0,1,1,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Tidak
234,4,Sangat penting,Netral,Sangat penting,Sangat penting,Sangat penting,Netral,Netral,Sangat penting,Netral,31,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Wirausahawan,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
235,3,Sangat penting,Tidak penting,Sangat penting,Tidak penting,Sangat penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,40,Laki-laki,Menikah,SMA/SMK,1,1,1,3,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Ya
236,5,Tidak penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,33,Laki-laki,Belum Menikah,SMA/SMK,2,0,2,4,7,Anak,Rp3.000.000-Rp3.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
237,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Netral,Netral,Sangat penting,Penting,52,Laki-laki,Menikah,SMA/SMK,2,0,2,4,2,Anak,Rp2.000.000-Rp2.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Tidak
238,4,Tidak penting,Penting,Sangat penting,Sangat penting,Sangat penting,Sangat tidak penting,Tidak penting,Sangat penting,Penting,50,Laki-laki,Menikah,SMA/SMK,1,0,0,1,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp8.000.000-R8.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
239,5,Penting,Penting,Sangat penting,Sangat penting,Penting,Penting,Penting,Penting,Penting,29,Laki-laki,Menikah,SMA/SMK,2,0,1,3,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
240,3,Netral,Sangat penting,Penting,Netral,Tidak penting,Tidak penting,Sangat tidak penting,Sangat penting,Netral,36,Laki-laki,Menikah,SMP,2,0,0,2,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Karyawan Swasta (Part-time),Di atas 10 jam,Pribadi,5-7 tahun,Tidak
241,2,Penting,Penting,Penting,Penting,Penting,Penting,Netral,Sangat penting,Netral,31,Laki-laki,Belum Menikah,SMA/SMK,1,0,-,1,6,Anak,Rp2.000.000-Rp2.999.999,Rp10.000.000-Rp10.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
242,4,Netral,Sangat penting,Sangat penting,Penting,Tidak penting,Penting,Sangat tidak penting,Sangat penting,Netral,41,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Dari 2018,3-5 tahun,Tidak
